,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,DraftYear
21,12,CLE,Tim McCormick,University of Michigan,8,483,10390,4030,2366,491,.535,.063,.703,21.5,8.3,4.9,1.0,21.5,.099,-1.5,1.4,1984
22,13,PHO,Jay Humphries,University of Colorado,11,788,23062,8772,2003,4339,.476,.297,.782,29.3,11.1,2.5,5.5,45.0,.094,-0.2,10.6,1984
23,14,LAC,Michael Cage,San Diego State University,15,1140,29716,8278,8646,1057,.515,.000,.664,26.1,7.3,7.6,0.9,74.4,.120,0.9,21.9,1984
24,15,DAL,Terence Stansbury,Temple University,3,192,2984,1200,277,390,.444,.224,.779,15.5,6.3,1.4,2.0,2.4,.038,-3.7,-1.3,1984
25,11,CHI,Keith Lee,University of Memphis,3,182,2907,1114,861,178,.451,.167,.746,16.0,6.1,4.7,1.0,3.7,.062,-2.0,0.0,1985
26,12,WSB,Kenny Green,Wake Forest University,2,60,625,265,101,16,.412,.000,.721,10.4,4.4,1.7,0.3,-0.3,-.022,-9.3,-1.1,1985
27,13,UTA,Karl Malone,Louisiana Tech University,19,1476,54852,36928,14968,5248,.516,.274,.742,37.2,25.0,10.1,3.6,234.6,.205,5.4,102.5,1985
28,14,SAS,Alfredrick Hughes,Loyola University of Chicago,1,68,866,356,113,61,.409,.176,.583,12.7,5.2,1.7,0.9,-0.5,-.029,-6.5,-1.0,1985
29,15,DEN,Blair Rasmussen,University of Oregon,8,532,11409,5119,3006,467,.472,.257,.767,21.4,9.6,5.7,0.9,19.0,.080,-3.1,-3.1,1985
30,11,DET,John Salley,Georgia Institute of Technology,11,748,16524,5228,3356,916,.506,.214,.714,22.1,7.0,4.5,1.2,41.5,.121,1.7,15.6,1986
31,12,WSB,John Williams,Louisiana State University,8,435,10952,4406,2201,1262,.451,.225,.704,25.2,10.1,5.1,2.9,19.9,.087,1.3,9.2,1986
32,13,NJN,Pearl Washington,Syracuse University,3,194,4044,1660,370,733,.452,.184,.746,20.8,8.6,1.9,3.8,1.9,.023,-2.4,-0.4,1986
33,14,POR,Walter Berry,St. John's University,3,205,4863,2882,971,292,.539,.200,.638,23.7,14.1,4.7,1.4,8.2,.081,-1.3,0.8,1986
34,15,UTA,Dell Curry,Virginia Polytechnic Institute and State University,16,1083,23549,12670,2617,1909,.457,.402,.843,21.7,11.7,2.4,1.8,41.5,.085,-0.3,10.1,1986
35,11,IND,Reggie Miller,"University of California, Los Angeles",18,1389,47619,25279,4182,4141,.471,.395,.888,34.3,18.2,3.0,3.0,174.4,.176,3.3,63.2,1987
36,12,WSB,Muggsy Bogues,Wake Forest University,14,889,25429,6858,2318,6726,.458,.278,.827,28.6,7.7,2.6,7.6,54.0,.102,-1.2,5.2,1987
37,13,LAC,Joe Wolf,University of North Carolina,11,592,9636,2485,1933,596,.423,.164,.770,16.3,4.2,3.3,1.0,3.5,.017,-4.1,-5.2,1987
38,14,GSW,Tellis Frank,Western Kentucky University,5,264,4703,1710,1022,276,.439,.000,.741,17.8,6.5,3.9,1.0,4.0,.041,-3.0,-1.2,1987
39,15,UTA,Jose Ortiz,Oregon State University,2,64,391,183,73,18,.443,.333,.596,6.1,2.9,1.1,0.3,0.0,.002,-5.4,-0.3,1987
40,11,CHI,Will Perdue,Vanderbilt University,13,792,12360,3740,3918,595,.515,.067,.577,15.6,4.7,4.9,0.8,26.6,.103,-1.3,2.3,1988
41,12,WSB,Harvey Grant,University of Oklahoma,11,783,20510,7781,3436,1219,.469,.267,.709,26.2,9.9,4.4,1.6,36.4,.085,-0.7,6.5,1988
42,13,MIL,Jeff Grayer,Iowa State University,9,438,8277,3257,1294,635,.457,.255,.663,18.9,7.4,3.0,1.4,9.0,.052,-2.6,-1.3,1988
43,14,PHO,Dan Majerle,Central Michigan University,14,955,30206,10925,4265,2755,.431,.358,.741,31.6,11.4,4.5,2.9,78.5,.125,2.7,35.6,1988
44,15,SEA,Gary Grant,University of Michigan,13,552,12602,4368,1283,3013,.450,.278,.776,22.8,7.9,2.3,5.5,12.0,.046,-1.9,0.4,1988
45,11,ORL,Nick Anderson,University of Illinois at Urbana-Champaign,13,800,24922,11529,4064,2087,.446,.356,.667,31.2,14.4,5.1,2.6,55.3,.106,1.7,23.5,1989
46,12,NJN,Mookie Blaylock,University of Oklahoma,13,889,31026,11962,3659,5972,.409,.336,.736,34.9,13.5,4.1,6.7,71.8,.111,3.0,38.9,1989
47,13,BOS,Michael Smith,Brigham Young University,3,141,1328,698,212,142,.474,.150,.835,9.4,5.0,1.5,1.0,1.4,.049,-4.1,-0.7,1989
48,14,GSW,Tim Hardaway,University of Texas at El Paso,13,867,30626,15373,2855,7095,.431,.355,.782,35.3,17.7,3.3,8.2,85.0,.133,2.5,34.6,1989
49,15,DEN,Todd Lichti,Stanford University,5,237,4240,1870,505,325,.460,.244,.789,17.9,7.9,2.1,1.4,5.6,.063,-2.7,-0.8,1989
50,11,GSW,Tyrone Hill,Xavier University,14,801,22388,7532,6854,647,.502,.000,.643,28.0,9.4,8.6,0.8,56.2,.120,-1.0,5.7,1990
51,12,HOU,Alec Kessler,University of Georgia,4,210,2937,1084,751,81,.426,.417,.744,14.0,5.2,3.6,0.4,2.0,.033,-6.3,-3.2,1990
52,13,LAC,Loy Vaught,University of Michigan,11,689,16993,6984,4881,652,.504,.244,.718,24.7,10.1,7.1,0.9,35.8,.101,-1.6,1.8,1990
53,14,SAC,Travis Mays,University of Texas at Austin,3,115,2964,1273,233,326,.410,.362,.749,25.8,11.1,2.0,2.8,2.4,.039,-2.6,-0.5,1990
54,15,MIA,Dave Jamerson,Ohio University,3,90,594,306,77,61,.392,.277,.860,6.6,3.4,0.9,0.7,0.2,.018,-5.2,-0.5,1990
55,11,CLE,Terrell Brandon,University of Oregon,11,724,21545,9994,2174,4407,.448,.355,.873,29.8,13.8,3.0,6.1,65.9,.147,2.4,23.7,1991
56,12,NYK,Greg Anthony,"University of Nevada, Las Vegas",11,757,15850,5497,1417,2997,.403,.349,.733,20.9,7.3,1.9,4.0,35.9,.109,0.0,8.1,1991
57,13,IND,Dale Davis,Clemson University,16,1094,29606,8706,8605,978,.530,.000,.562,27.1,8.0,7.9,0.9,86.9,.141,1.8,28.6,1991
58,14,SEA,Rich King,University of Nebraska,4,72,309,135,74,21,.393,.000,.662,4.3,1.9,1.0,0.3,0.2,.036,-5.8,-0.3,1991
59,15,ATL,Anthony Avent,Seton Hall University,6,352,6729,1958,1584,278,.403,.000,.686,19.1,5.6,4.5,0.8,0.3,.002,-4.9,-5.0,1991
60,11,HOU,Robert Horry,University of Alabama,16,1107,27069,7715,5269,2343,.425,.341,.726,24.5,7.0,4.8,2.1,66.3,.118,2.7,32.0,1992
61,12,MIA,Harold Miner,University of Southern California,4,200,3748,1801,432,245,.460,.311,.785,18.7,9.0,2.2,1.2,4.2,.053,-4.1,-2.0,1992
62,13,DEN,Bryant Stith,University of Virginia,10,586,16417,5946,1983,1178,.424,.329,.841,28.0,10.1,3.4,2.0,29.5,.086,-0.6,5.8,1992
63,14,IND,Malik Sealy,St. John's University,8,493,11720,4955,1585,816,.426,.292,.809,23.8,10.1,3.2,1.7,17.1,.070,-1.4,1.7,1992
64,15,LAL,Anthony Peeler,University of Missouri,13,827,20464,8017,2136,1956,.427,.384,.799,24.7,9.7,2.6,2.4,30.7,.072,-0.8,6.1,1992
65,11,DET,Allan Houston,University of Tennessee,12,839,28311,14551,2434,1990,.444,.402,.863,33.7,17.3,2.9,2.4,55.3,.094,-0.6,9.9,1993
66,12,LAL,George Lynch,University of North Carolina,12,774,17683,5109,3902,1121,.446,.306,.652,22.8,6.6,5.0,1.4,32.3,.088,0.6,11.5,1993
67,13,LAC,Terry Dehere,Seton Hall University,6,402,7305,3235,588,1034,.411,.378,.779,18.2,8.0,1.5,2.6,7.3,.048,-3.4,-2.6,1993
68,14,IND,Scott Haskin,Oregon State University,1,27,186,55,55,6,.467,,.684,6.9,2.0,2.0,0.2,0.3,.087,-2.9,0.0,1993
69,15,ATL,Doug Edwards,Florida State University,3,85,838,203,153,60,.378,.000,.709,9.9,2.4,1.8,0.7,0.2,.013,-4.6,-0.6,1993
70,11,SEA,Carlos Rogers,Tennessee State University,8,298,5654,2196,1272,182,.536,.258,.562,19.0,7.4,4.3,0.6,11.1,.095,-1.8,0.2,1994
71,12,MIA,Khalid Reeves,University of Arizona,6,277,5837,2167,580,886,.416,.363,.744,21.1,7.8,2.1,3.2,8.4,.069,-1.6,0.6,1994
72,13,DEN,Jalen Rose,University of Michigan,13,923,27925,13220,3193,3527,.443,.355,.801,30.3,14.3,3.5,3.8,47.2,.081,-0.3,11.9,1994
73,14,NJN,Yinka Dare,George Washington University,4,110,1002,233,281,4,.396,,.570,9.1,2.1,2.6,0.0,-0.7,-.033,-9.8,-2.0,1994
74,15,IND,Eric Piatkowski,University of Nebraska,14,789,14613,5919,1716,778,.434,.399,.839,18.5,7.5,2.2,1.0,31.0,.102,-0.5,5.5,1994
75,11,MIL,Gary Trent,Ohio University,9,506,9866,4366,2276,504,.501,.080,.643,19.5,8.6,4.5,1.0,23.2,.113,-1.3,1.7,1995
76,12,DAL,Cherokee Parks,Duke University,9,472,7459,2056,1703,265,.470,.211,.630,15.8,4.4,3.6,0.6,11.8,.076,-2.0,-0.1,1995
77,13,SAC,Corliss Williamson,University of Arkansas,12,822,18749,9147,3183,972,.490,.136,.714,22.8,11.1,3.9,1.2,34.7,.089,-2.4,-1.9,1995
78,14,BOS,Eric Williams,Providence College,12,658,15731,5642,2139,936,.415,.318,.736,23.9,8.6,3.3,1.4,23.2,.071,-2.4,-1.8,1995
79,15,DEN,Brent Barry,Oregon State University,14,912,23643,8488,2780,2892,.460,.405,.823,25.9,9.3,3.0,3.2,70.5,.143,2.6,27.2,1995
80,11,GSW,Todd Fuller,North Carolina State University,5,225,2500,835,674,46,.422,.000,.668,11.1,3.7,3.0,0.2,2.2,.041,-7.1,-3.2,1996
81,12,CLE,Vitaly Potapenko,Wright State University,11,610,11608,3995,2725,418,.479,.167,.694,19.0,6.5,4.5,0.7,15.5,.064,-3.5,-4.4,1996
82,13,CHH,Kobe Bryant,,20,1346,48637,33643,7047,6306,.447,.329,.837,36.1,25.0,5.2,4.7,172.7,.170,3.9,72.1,1996
83,14,SAC,Peja Stojakovic,,13,804,26966,13647,3782,1408,.450,.401,.895,33.5,17.0,4.7,1.8,82.6,.147,1.5,23.9,1996
84,15,PHO,Steve Nash,Santa Clara University,18,1217,38069,17387,3642,10335,.490,.428,.904,31.3,14.3,3.0,8.5,129.7,.164,1.3,31.2,1996
85,11,SAC,Tariq Abdul-Wahad,San Jose State University,6,236,4807,1830,776,266,.417,.237,.703,20.4,7.8,3.3,1.1,3.5,.035,-3.2,-1.5,1997
86,12,IND,Austin Croshere,Providence College,12,659,11480,4475,2649,627,.407,.340,.861,17.4,6.8,4.0,1.0,27.6,.115,-0.5,4.3,1997
87,13,CLE,Derek Anderson,University of Kentucky,11,615,17975,7357,1988,2083,.408,.341,.853,29.2,12.0,3.2,3.4,43.9,.117,0.9,13.3,1997
88,14,LAC,Maurice Taylor,University of Michigan,9,534,13324,5889,2452,623,.466,.152,.711,25.0,11.0,4.6,1.2,9.9,.036,-3.8,-5.9,1997
89,15,DAL,Kelvin Cato,Iowa State University,10,541,10617,2960,2874,244,.507,.077,.644,19.6,5.5,5.3,0.5,28.6,.129,-0.3,4.6,1997
90,11,DET,Bonzi Wells,Ball State University,10,591,15133,7147,2737,1249,.460,.327,.697,25.6,12.1,4.6,2.1,29.4,.093,0.4,9.3,1998
91,12,ORL,Michael Doleac,University of Utah,10,587,8789,2882,1955,343,.439,.125,.791,15.0,4.9,3.3,0.6,12.7,.070,-3.7,-3.8,1998
92,13,ORL,Keon Clark,"University of Nevada, Las Vegas",6,353,7971,2882,2096,322,.500,.053,.645,22.6,8.2,5.9,0.9,18.2,.110,-0.1,3.8,1998
93,14,HOU,Michael Dickerson,University of Arizona,5,212,7490,3257,609,553,.432,.402,.784,35.3,15.4,2.9,2.6,9.6,.061,-1.2,1.6,1998
94,15,ORL,Matt Harpring,Georgia Institute of Technology,11,665,17584,7645,3366,907,.481,.333,.753,26.4,11.5,5.1,1.4,41.9,.114,-0.1,8.3,1998
95,11,CLE,Trajan Langdon,Duke University,3,119,1738,647,159,152,.416,.396,.910,14.6,5.4,1.3,1.3,2.9,.079,-1.9,0.1,1999
96,12,TOR,Aleksandar Radojevic,Barton County Community College,2,15,152,26,36,7,.308,,.625,10.1,1.7,2.4,0.5,-0.4,-.130,-9.4,-0.3,1999
97,13,SEA,Corey Maggette,Duke University,14,827,23358,13198,4022,1696,.453,.324,.822,28.2,16.0,4.9,2.1,62.2,.128,-0.4,9.5,1999
98,14,MIN,William Avery,Duke University,3,142,1205,379,93,199,.330,.255,.714,8.5,2.7,0.7,1.4,-0.9,-.034,-7.2,-1.6,1999
99,15,NYK,Frederic Weis,,,,,,,,,,,,,,,,,,,1999
100,11,BOS,Jerome Moiso,"University of California, Los Angeles",5,145,1392,386,395,38,.489,.000,.593,9.6,2.7,2.7,0.3,2.1,.074,-3.8,-0.6,2000
101,12,DAL,Etan Thomas,Syracuse University,9,409,7084,2341,1927,149,.513,,.603,17.3,5.7,4.7,0.4,14.9,.101,-2.6,-1.0,2000
102,13,ORL,Courtney Alexander,"California State University, Fresno",3,187,4067,1690,409,227,.422,.339,.813,21.7,9.0,2.2,1.2,4.1,.048,-4.0,-2.1,2000
103,14,DET,Mateen Cleaves,Michigan State University,6,167,1863,609,175,310,.389,.267,.728,11.2,3.6,1.0,1.9,-0.8,-.021,-6.3,-2.0,2000
104,15,MIL,Jason Collier,Georgia Institute of Technology,5,151,2178,841,443,51,.455,.350,.738,14.4,5.6,2.9,0.3,1.9,.042,-6.3,-2.3,2000
105,11,BOS,Kedrick Brown,Okaloosa-Walton Community College,4,143,1935,509,347,103,.405,.274,.640,13.5,3.6,2.4,0.7,3.0,.074,-2.2,-0.1,2001
106,12,SEA,Vladimir Radmanovic,,12,737,16164,5879,2784,998,.415,.378,.758,21.9,8.0,3.8,1.4,26.5,.079,-0.1,7.7,2001
107,13,HOU,Richard Jefferson,University of Arizona,17,1181,34293,14904,4720,2412,.464,.376,.768,29.0,12.6,4.0,2.0,83.0,.116,0.3,19.8,2001
108,14,GSW,Troy Murphy,University of Notre Dame,12,729,19921,7860,5708,1088,.445,.388,.785,27.3,10.8,7.8,1.5,50.3,.121,-0.1,9.5,2001
109,15,ORL,Steven Hunter,DePaul University,8,400,5993,1817,1264,79,.560,.000,.485,15.0,4.5,3.2,0.2,10.6,.085,-2.8,-1.3,2001
110,11,WAS,Jared Jeffries,Indiana University,11,629,13579,3003,2563,798,.426,.250,.583,21.6,4.8,4.1,1.3,13.1,.046,-0.9,3.8,2002
111,12,LAC,Melvin Ely,"California State University, Fresno",9,375,6005,1992,1215,261,.460,.000,.625,16.0,5.3,3.2,0.7,4.0,.032,-3.6,-2.4,2002
112,13,MIL,Marcus Haislip,University of Tennessee,4,89,854,311,131,16,.437,.350,.659,9.6,3.5,1.5,0.2,0.5,.026,-6.2,-0.9,2002
113,14,IND,Fred Jones,University of Oregon,7,430,10299,3206,958,990,.411,.353,.809,24.0,7.5,2.2,2.3,16.5,.077,-0.9,2.8,2002
114,15,HOU,Bostjan Nachbar,,6,317,5628,2252,836,283,.406,.375,.784,17.8,7.1,2.6,0.9,8.7,.074,-2.3,-0.4,2002
115,11,GSW,Mickael Pietrus,,10,557,11950,4629,1723,445,.425,.355,.665,21.5,8.3,3.1,0.8,19.7,.079,-0.9,3.4,2003
116,12,SEA,Nick Collison,University of Kansas,14,910,18603,5359,4701,939,.534,.208,.723,20.4,5.9,5.2,1.0,44.5,.115,0.4,11.3,2003
117,13,MEM,Marcus Banks,"University of Nevada, Las Vegas",8,348,5571,2061,519,728,.432,.327,.768,16.0,5.9,1.5,2.1,6.6,.057,-2.4,-0.6,2003
118,14,SEA,Luke Ridnour,University of Oregon,12,830,21623,7740,1877,3713,.431,.349,.862,26.1,9.3,2.3,4.5,36.0,.080,-0.9,5.8,2003
119,15,ORL,Reece Gaines,University of Louisville,3,71,605,123,53,50,.324,.269,.606,8.5,1.7,0.7,0.7,-0.6,-.049,-7.7,-0.9,2003
120,11,GSW,Andris Biedrins,,10,516,11146,3247,3631,467,.594,.000,.500,21.6,6.3,7.0,0.9,30.7,.132,1.1,8.6,2004
121,12,SEA,Robert Swift,,4,97,1500,416,376,20,.506,,.610,15.5,4.3,3.9,0.2,1.7,.054,-4.1,-0.8,2004
122,13,POR,Sebastian Telfair,,10,564,12149,4183,898,1960,.390,.319,.777,21.5,7.4,1.6,3.5,5.0,.020,-3.9,-5.8,2004
123,14,UTA,Kris Humphries,University of Minnesota,13,800,14232,5350,4314,556,.463,.293,.700,17.8,6.7,5.4,0.7,30.3,.102,-2.0,0.1,2004
124,15,BOS,Al Jefferson,,14,915,26299,14343,7690,1347,.499,.121,.711,28.7,15.7,8.4,1.5,71.0,.130,0.3,15.1,2004
125,11,ORL,Fran Vazquez,,,,,,,,,,,,,,,,,,,2005
126,12,LAC,Yaroslav Korolev,,2,34,168,39,16,13,.283,.250,.625,4.9,1.1,0.5,0.4,-0.1,-.024,-6.4,-0.2,2005
127,13,CHA,Sean May,University of North Carolina,4,119,1868,821,481,115,.458,.231,.746,15.7,6.9,4.0,1.0,2.6,.068,-2.4,-0.2,2005
128,14,MIN,Rashad McCants,University of North Carolina,4,249,5037,2479,506,331,.431,.368,.741,20.2,10.0,2.0,1.3,3.6,.035,-2.5,-0.6,2005
129,15,NJN,Antoine Wright,Texas A&M University,6,297,5714,1614,681,295,.412,.304,.674,19.2,5.4,2.3,1.0,3.1,.026,-3.1,-1.5,2005
130,11,ORL,J.J. Redick,Duke University,12,760,19281,9412,1502,1486,.449,.415,.890,25.4,12.4,2.0,2.0,53.1,.132,0.1,10.2,2006
131,12,NOK,Hilton Armstrong,University of Connecticut,6,292,3378,880,766,102,.501,.286,.582,11.6,3.0,2.6,0.3,3.9,.055,-2.8,-0.7,2006
132,13,PHI,Thabo Sefolosha,,12,778,18017,4712,3036,1144,.449,.347,.737,23.2,6.1,3.9,1.5,37.2,.099,1.1,14.1,2006
133,14,UTA,Ronnie Brewer,University of Arkansas,8,502,11539,3940,1427,828,.490,.254,.675,23.0,7.8,2.8,1.6,30.4,.127,1.7,10.7,2006
134,15,NOK,Cedric Simmons,North Carolina State University,3,75,705,163,141,14,.409,,.390,9.4,2.2,1.9,0.2,0.1,.005,-5.7,-0.7,2006
135,11,ATL,Acie Law,Texas A&M University,4,188,2385,725,195,309,.413,.235,.778,12.7,3.9,1.0,1.6,1.6,.032,-5.4,-2.0,2007
136,12,PHI,Thaddeus Young,Georgia Institute of Technology,11,820,25201,11020,4876,1286,.499,.326,.675,30.7,13.4,5.9,1.6,52.7,.100,0.5,15.9,2007
137,13,NOK,Julian Wright,University of Kansas,4,231,3049,907,531,182,.499,.262,.584,13.2,3.9,2.3,0.8,3.9,.061,-1.3,0.5,2007
138,14,LAC,Al Thornton,Florida State University,4,296,8274,3527,1233,353,.452,.293,.747,28.0,11.9,4.2,1.2,6.1,.035,-3.5,-3.1,2007
139,15,DET,Rodney Stuckey,Eastern Washington University,10,651,17890,8185,1912,2333,.423,.300,.824,27.5,12.6,2.9,3.6,28.7,.077,-1.4,2.7,2007
140,11,IND,Jerryd Bayless,University of Arizona,10,552,11829,4700,1173,1555,.414,.366,.824,21.4,8.5,2.1,2.8,18.7,.076,-1.8,0.5,2008
141,12,SAC,Jason Thompson,Rider University,8,588,14819,5210,3880,635,.496,.143,.657,25.2,8.9,6.6,1.1,23.8,.077,-1.7,1.3,2008
142,13,POR,Brandon Rush,University of Kansas,9,481,10564,3250,1413,468,.426,.402,.706,22.0,6.8,2.9,1.0,11.2,.051,-1.7,0.7,2008
143,14,GSW,Anthony Randolph,Louisiana State University,6,252,3841,1789,1078,187,.453,.241,.740,15.2,7.1,4.3,0.7,5.8,.072,-2.1,-0.1,2008
144,15,PHO,Robin Lopez,Stanford University,10,692,16043,6239,3759,553,.527,.200,.760,23.2,9.0,5.4,0.8,40.2,.120,0.2,8.9,2008
145,11,NJN,Terrence Williams,University of Louisville,4,153,2922,1085,545,364,.412,.317,.659,19.1,7.1,3.6,2.4,-0.2,-.004,-3.8,-1.4,2009
146,12,CHA,Gerald Henderson,Duke University,8,535,13854,5987,1716,1009,.440,.327,.793,25.9,11.2,3.2,1.9,18.3,.063,-2.2,-0.9,2009
147,13,IND,Tyler Hansbrough,University of North Carolina,7,428,7233,2881,1808,181,.439,.136,.738,16.9,6.7,4.2,0.4,20.2,.134,-2.5,-1.0,2009
148,14,PHO,Earl Clark,University of Louisville,6,261,3630,1138,778,134,.403,.328,.664,13.9,4.4,3.0,0.5,2.9,.038,-3.6,-1.5,2009
149,15,DET,Austin Daye,Gonzaga University,6,293,4132,1522,764,212,.402,.351,.778,14.1,5.2,2.6,0.7,4.5,.053,-2.6,-0.6,2009
150,11,NOH,Cole Aldrich,University of Kansas,8,339,3389,1050,1131,183,.527,,.738,10.0,3.1,3.3,0.5,9.6,.135,1.0,2.6,2010
151,12,MEM,Xavier Henry,University of Kansas,5,185,2905,1050,351,120,.406,.325,.635,15.7,5.7,1.9,0.6,0.8,.013,-5.1,-2.3,2010
152,13,TOR,Ed Davis,University of North Carolina,8,559,11507,3692,3638,438,.564,.000,.579,20.6,6.6,6.5,0.8,35.5,.148,1.0,8.7,2010
153,14,HOU,Patrick Patterson,University of Kentucky,8,559,12704,4064,2426,635,.455,.370,.757,22.7,7.3,4.3,1.1,27.6,.104,0.5,8.1,2010
154,15,MIL,Larry Sanders,Virginia Commonwealth University,6,238,4635,1520,1345,174,.480,.000,.553,19.5,6.4,5.7,0.7,10.3,.107,0.6,3.0,2010
155,11,GSW,Klay Thompson,Washington State University,7,537,17688,10315,1831,1230,.458,.422,.852,32.9,19.2,3.4,2.3,41.5,.113,0.4,10.5,2011
156,12,UTA,Alec Burks,University of Colorado,7,365,7677,3528,1069,601,.426,.353,.765,21.0,9.7,2.9,1.6,11.5,.072,-2.2,-0.4,2011
157,13,PHO,Markieff Morris,University of Kansas,7,521,13769,6179,2920,901,.451,.338,.778,26.4,11.9,5.6,1.7,22.1,.077,-0.6,4.7,2011
158,14,HOU,Marcus Morris,University of Kansas,7,470,12363,5247,2056,719,.428,.357,.731,26.3,11.2,4.4,1.5,22.3,.087,-0.5,4.6,2011
159,15,IND,Kawhi Leonard,San Diego State University,7,407,12364,6654,2511,924,.495,.386,.846,30.4,16.3,6.2,2.3,56.3,.219,6.3,25.8,2011
160,11,POR,Meyers Leonard,University of Illinois at Urbana-Champaign,6,332,5217,1826,1237,263,.468,.373,.824,15.7,5.5,3.7,0.8,10.4,.096,-1.9,0.1,2012
161,12,HOU,Jeremy Lamb,University of Connecticut,6,356,6655,3247,1154,502,.445,.336,.837,18.7,9.1,3.2,1.4,15.4,.111,-0.7,2.2,2012
162,13,PHO,Kendall Marshall,University of North Carolina,4,160,3083,802,253,779,.399,.370,.611,19.3,5.0,1.6,4.9,1.0,.015,-5.6,-2.8,2012
163,14,MIL,John Henson,University of North Carolina,6,391,7964,3083,2135,428,.541,.077,.572,20.4,7.9,5.5,1.1,18.7,.113,0.5,5.0,2012
164,15,PHI,Maurice Harkless,St. John's University,6,415,9542,3031,1488,363,.474,.330,.607,23.0,7.3,3.6,0.9,15.8,.080,0.0,4.7,2012
165,11,PHI,Michael Carter-Williams,Syracuse University,5,287,7893,3292,1357,1393,.402,.250,.707,27.5,11.5,4.7,4.9,4.4,.027,-0.7,2.5,2013
166,12,OKC,Steven Adams,University of Pittsburgh,5,387,9858,3399,2686,345,.586,.000,.567,25.5,8.8,6.9,0.9,29.6,.144,1.5,8.7,2013
167,13,DAL,Kelly Olynyk,Gonzaga University,5,354,7535,3500,1741,678,.481,.371,.750,21.3,9.9,4.9,1.9,20.2,.128,1.5,6.7,2013
