,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,DraftYear
54,25,POR,Alaa Abdelnaby,Duke University,5,256,3200,1465,846,85,.502,.000,.701,12.5,5.7,3.3,0.3,4.8,.072,-4.8,-2.3,1990
55,21,UTA,Eric Murdock,Providence College,9,508,11882,5118,1261,2467,.438,.343,.786,23.4,10.1,2.5,4.9,25.6,.103,1.1,9.4,1991
56,22,LAC,LeRon Ellis,Syracuse University,3,91,857,277,220,29,.433,,.613,9.4,3.0,2.4,0.3,1.2,.069,-3.2,-0.3,1991
57,23,ORL,Stanley Roberts,Louisiana State University,8,300,5869,2555,1549,189,.499,.000,.514,19.6,8.5,5.2,0.6,8.1,.066,-3.3,-1.9,1991
58,24,BOS,Rick Fox,University of North Carolina,13,930,23723,8966,3517,2649,.450,.349,.770,25.5,9.6,3.8,2.8,44.7,.090,1.0,17.6,1991
59,25,GSW,Shaun Vandiver,University of Colorado,,,,,,,,,,,,,,,,,,1991
60,21,BOS,Jon Barry,Georgia Institute of Technology,14,821,13880,4715,1513,1784,.434,.392,.848,16.9,5.7,1.8,2.2,37.2,.129,0.8,9.8,1992
61,22,PHO,Oliver Miller,University of Arkansas,9,493,11338,3625,2893,1061,.534,.116,.639,23.0,7.4,5.9,2.2,21.1,.089,1.8,10.9,1992
62,23,MIL,Lee Mayberry,University of Arkansas,7,496,10337,2546,642,1767,.415,.377,.659,20.8,5.1,1.3,3.6,7.9,.036,-4.5,-6.6,1992
63,24,GSW,Latrell Sprewell,University of Alabama,13,913,35270,16712,3724,3664,.425,.337,.804,38.6,18.3,4.1,4.0,56.3,.077,0.4,21.7,1992
64,25,LAC,Elmore Spencer,"University of Nevada, Las Vegas",5,157,2641,923,555,109,.516,.000,.580,16.8,5.9,3.5,0.7,0.0,.001,-4.1,-1.4,1992
65,21,POR,James Robinson,University of Alabama,7,381,6935,2882,660,715,.394,.348,.666,18.2,7.6,1.7,1.9,5.8,.040,-2.7,-1.2,1993
66,22,CLE,Chris Mills,University of Arizona,10,568,17282,6357,2808,1063,.432,.351,.817,30.4,11.2,4.9,1.9,37.7,.105,0.0,8.8,1993
67,23,SEA,Ervin Johnson,University of New Orleans,13,845,16989,3473,5148,387,.505,.200,.605,20.1,4.1,6.1,0.5,37.8,.107,0.0,8.7,1993
68,24,HOU,Sam Cassell,Florida State University,15,993,29812,15635,3221,5939,.454,.331,.861,30.0,15.7,3.2,6.0,87.5,.141,1.4,25.4,1993
69,25,CHI,Corie Blount,University of Cincinnati,11,644,9925,2287,2690,460,.471,.115,.587,15.4,3.6,4.2,0.7,18.2,.088,-1.0,2.4,1993
70,21,CHI,Dickey Simpkins,Providence College,7,327,5201,1388,1187,305,.440,.222,.618,15.9,4.2,3.6,0.9,4.7,.044,-3.8,-2.3,1994
71,22,SAS,Bill Curley,Boston College,5,147,1614,394,290,60,.444,.222,.743,11.0,2.7,2.0,0.4,1.6,.047,-3.6,-0.6,1994
72,23,PHO,Wesley Person,Auburn University,11,733,20727,8192,2402,1234,.457,.418,.778,28.3,11.2,3.3,1.7,44.0,.102,0.6,13.8,1994
73,24,NYK,Monty Williams,University of Notre Dame,9,456,7624,2884,1296,544,.481,.111,.665,16.7,6.3,2.8,1.2,11.4,.072,-1.8,0.5,1994
74,25,LAC,Greg Minor,University of Louisville,5,277,5144,1902,741,384,.478,.226,.767,18.6,6.9,2.7,1.4,8.2,.077,-2.2,-0.3,1994
75,21,PHO,Michael Finley,University of Wisconsin,15,1103,37996,17306,4804,3245,.444,.375,.811,34.4,15.7,4.4,2.9,85.2,.108,1.0,29.2,1995
76,22,CHH,George Zidek,"University of California, Los Angeles",3,135,1328,453,286,32,.408,.250,.783,9.8,3.4,2.1,0.2,0.8,.029,-7.5,-1.9,1995
77,23,IND,Travis Best,Georgia Institute of Technology,10,708,15150,5376,1249,2444,.431,.345,.835,21.4,7.6,1.8,3.5,30.9,.098,-0.9,4.0,1995
78,24,DAL,Loren Meyer,Iowa State University,3,140,2044,645,480,77,.432,.348,.696,14.6,4.6,3.4,0.6,0.5,.012,-6.2,-2.2,1995
79,25,ORL,David Vaughn,University of Memphis,4,118,1156,341,361,36,.423,.000,.638,9.8,2.9,3.1,0.3,0.6,.026,-5.5,-1.0,1995
80,21,NYK,Dontae' Jones,Mississippi State University,1,15,91,44,9,5,.333,.261,,6.1,2.9,0.6,0.3,-0.3,-.175,-11.8,-0.2,1996
81,22,VAN,Roy Rogers,University of Alabama,3,137,2309,652,483,57,.483,.500,.532,16.9,4.8,3.5,0.4,1.7,.035,-3.3,-0.7,1996
82,23,DEN,Efthimi Rentzias,,1,35,144,52,26,7,.339,.500,.889,4.1,1.5,0.7,0.2,0.2,.058,-4.7,-0.1,1996
83,24,LAL,Derek Fisher,University of Arkansas at Little Rock,18,1287,32719,10713,2658,3804,.399,.374,.817,25.4,8.3,2.1,3.0,62.3,.091,-0.9,9.3,1996
84,25,UTA,Martin Muursepp,,2,83,951,389,181,50,.425,.323,.693,11.5,4.7,2.2,0.6,2.0,.100,-1.2,0.2,1996
85,21,NJN,Anthony Parker,Bradley University,9,494,13752,4478,1574,1129,.444,.404,.794,27.8,9.1,3.2,2.3,24.5,.085,0.6,9.1,1997
86,22,ATL,Ed Gray,University of California,2,60,809,373,73,46,.339,.341,.814,13.5,6.2,1.2,0.8,0.1,.009,-6.2,-0.9,1997
87,23,SEA,Bobby Jackson,University of Minnesota,12,755,16790,7344,2347,1945,.417,.354,.793,22.2,9.7,3.1,2.6,31.4,.090,-0.1,7.8,1997
88,24,HOU,Rodrick Rhodes,University of Southern California,3,72,1234,380,88,121,.347,.200,.620,17.1,5.3,1.2,1.7,-1.6,-.064,-6.6,-1.4,1997
89,25,NYK,John Thomas,University of Minnesota,5,208,2253,560,432,60,.502,.000,.591,10.8,2.7,2.1,0.3,3.2,.067,-3.3,-0.7,1997
90,21,CHH,Ricky Davis,University of Iowa,12,736,21927,9912,2550,2426,.446,.361,.781,29.8,13.5,3.5,3.3,28.0,.061,-0.8,6.5,1998
91,22,LAC,Brian Skinner,Baylor University,14,608,10910,2876,2841,288,.494,.333,.566,17.9,4.7,4.7,0.5,15.8,.070,-2.4,-1.0,1998
92,23,DEN,Tyronn Lue,University of Nebraska,11,554,12564,4710,943,1727,.437,.391,.829,22.7,8.5,1.7,3.1,19.7,.075,-2.8,-2.5,1998
93,24,SAS,Felipe Lopez,St. John's University,4,249,4145,1448,604,252,.432,.327,.659,16.6,5.8,2.4,1.0,3.1,.036,-2.7,-0.7,1998
94,25,IND,Al Harrington,,16,981,28009,13237,5482,1649,.444,.352,.727,28.6,13.5,5.6,1.7,42.5,.073,-1.2,5.5,1998
95,21,GSW,Jeff Foster,Texas State University,13,764,15750,3747,5248,703,.497,.130,.615,20.6,4.9,6.9,0.9,47.5,.145,1.3,13.0,1999
96,22,HOU,Kenny Thomas,University of New Mexico,11,632,17306,5876,4341,975,.465,.244,.699,27.4,9.3,6.9,1.5,31.2,.086,-0.5,6.6,1999
97,23,LAL,Devean George,Augsburg College,11,630,11682,3536,1975,543,.392,.343,.721,18.5,5.6,3.1,0.9,18.2,.075,-1.2,2.5,1999
98,24,UTA,Andrei Kirilenko,,13,797,23916,9431,4352,2169,.474,.310,.754,30.0,11.8,5.5,2.7,75.4,.151,5.0,42.4,1999
99,25,MIA,Tim James,University of Miami,3,43,261,68,46,11,.329,.333,.652,6.1,1.6,1.1,0.3,0.0,-.003,-7.1,-0.3,1999
100,21,TOR,Morris Peterson,Michigan State University,11,711,19366,7628,2483,1090,.418,.373,.773,27.2,10.7,3.5,1.5,35.7,.089,0.0,9.7,2000
101,22,NYK,Donnell Harvey,University of Florida,5,205,3318,1150,827,161,.460,.100,.659,16.2,5.6,4.0,0.8,4.7,.069,-2.7,-0.6,2000
102,23,UTA,DeShawn Stevenson,,13,824,18396,5930,1832,1355,.406,.340,.698,22.3,7.2,2.2,1.6,12.1,.032,-3.0,-4.6,2000
103,24,CHI,Dalibor Bagaric,,3,95,973,251,238,37,.361,.000,.559,10.2,2.6,2.5,0.4,-0.9,-.043,-6.8,-1.2,2000
104,25,PHO,Jake Tsakalidis,,7,315,5005,1497,1238,101,.490,.000,.657,15.9,4.8,3.9,0.3,9.9,.095,-3.1,-1.3,2000
105,21,BOS,Joseph Forte,University of North Carolina,2,25,125,30,17,17,.234,.000,.800,5.0,1.2,0.7,0.7,-0.4,-.166,-10.1,-0.3,2001
106,22,ORL,Jeryl Sasser,Southern Methodist University,2,82,1061,204,191,67,.303,.295,.687,12.9,2.5,2.3,0.8,0.7,.032,-2.9,-0.2,2001
107,23,HOU,Brandon Armstrong,Pepperdine University,3,108,699,239,63,24,.352,.333,.600,6.5,2.2,0.6,0.2,-0.6,-.039,-8.6,-1.2,2001
108,24,UTA,Raul Lopez,,2,113,2135,733,194,428,.429,.346,.853,18.9,6.5,1.7,3.8,2.1,.047,-3.5,-0.8,2001
109,25,SAC,Gerald Wallace,University of Alabama,14,832,24731,9933,4838,1725,.469,.312,.709,29.7,11.9,5.8,2.1,59.7,.116,2.4,27.3,2001
110,21,POR,Qyntel Woods,Northeast Mississippi Community College,4,167,2060,691,385,105,.452,.357,.603,12.3,4.1,2.3,0.6,1.4,.032,-3.0,-0.5,2002
111,22,PHO,Casey Jacobsen,Stanford University,4,287,5320,1488,516,304,.393,.352,.769,18.5,5.2,1.8,1.1,6.2,.056,-2.3,-0.4,2002
112,23,DET,Tayshaun Prince,University of Kentucky,14,1017,31576,11272,4332,2406,.455,.367,.756,31.0,11.1,4.3,2.4,63.1,.096,0.1,16.6,2002
113,24,NJN,Nenad Krstic,,7,419,10547,4210,2261,346,.494,.143,.730,25.2,10.0,5.4,0.8,21.5,.098,-2.6,-1.5,2002
114,25,DEN,Frank Williams,University of Illinois at Urbana-Champaign,3,86,952,253,77,166,.352,.300,.833,11.1,2.9,0.9,1.9,0.1,.003,-5.0,-0.7,2002
115,21,ATL,Boris Diaw,,14,1064,28768,9139,4634,3684,.493,.336,.717,27.0,8.6,4.4,3.5,51.6,.086,0.7,19.5,2003
116,22,NJN,Zoran Planinic,,3,148,1584,561,198,165,.405,.289,.677,10.7,3.8,1.3,1.1,1.5,.046,-4.2,-0.9,2003
117,23,POR,Travis Outlaw,,11,622,13026,5273,1974,514,.423,.337,.744,20.9,8.5,3.2,0.8,16.5,.061,-2.3,-0.9,2003
118,24,LAL,Brian Cook,University of Illinois at Urbana-Champaign,9,421,5649,2312,1115,252,.439,.382,.783,13.4,5.5,2.6,0.6,10.2,.086,-2.4,-0.6,2003
119,25,DET,Carlos Delfino,,8,507,11580,4115,1815,887,.401,.365,.758,22.8,8.1,3.6,1.7,22.5,.093,0.8,8.1,2003
120,21,UTA,Pavel Podkolzin,,2,6,28,4,9,0,.000,,.500,4.7,0.7,1.5,0.0,-0.1,-.163,-18.8,-0.1,2004
121,22,NJN,Viktor Khryapa,,4,143,2351,643,492,142,.443,.292,.658,16.4,4.5,3.4,1.0,2.0,.041,-1.8,0.1,2004
122,23,POR,Sergei Monia,,1,26,343,77,52,19,.333,.265,.714,13.2,3.0,2.0,0.7,-0.2,-.025,-5.1,-0.3,2004
123,24,BOS,Delonte West,Saint Joseph's University,8,432,11842,4198,1265,1540,.448,.372,.826,27.4,9.7,2.9,3.6,24.5,.099,0.5,7.6,2004
124,25,BOS,Tony Allen,Oklahoma State University,14,820,18055,6654,2884,1077,.475,.282,.709,22.0,8.1,3.5,1.3,38.7,.103,1.0,13.7,2004
125,21,PHO,Nate Robinson,University of Washington,11,618,13878,6807,1446,1826,.423,.360,.796,22.5,11.0,2.3,3.0,27.8,.096,0.2,7.8,2005
126,22,DEN,Jarrett Jack,Georgia Institute of Technology,13,867,24140,9349,2487,3952,.440,.343,.855,27.8,10.8,2.9,4.6,36.8,.073,-1.2,5.1,2005
127,23,SAC,Francisco Garcia,University of Louisville,10,549,11853,4323,1400,747,.427,.357,.799,21.6,7.9,2.6,1.4,18.2,.074,-0.3,4.9,2005
128,24,HOU,Luther Head,University of Illinois at Urbana-Champaign,6,348,7797,2842,845,747,.423,.388,.773,22.4,8.2,2.4,2.1,14.7,.090,-0.4,3.2,2005
129,25,SEA,Johan Petro,,8,473,7262,2202,1836,227,.462,.154,.678,15.4,4.7,3.9,0.5,5.5,.037,-4.2,-4.0,2005
130,21,PHO,Rajon Rondo,University of Kentucky,12,779,24750,8143,3746,6608,.463,.309,.604,31.8,10.5,4.8,8.5,57.0,.111,1.6,22.4,2006
131,22,NJN,Marcus Williams,University of Connecticut,4,203,3095,1128,361,574,.386,.321,.767,15.2,5.6,1.8,2.8,0.0,-.001,-4.6,-2.0,2006
132,23,NJN,Josh Boone,University of Connecticut,4,256,4482,1340,1258,125,.544,,.445,17.5,5.2,4.9,0.5,9.1,.097,-1.9,0.1,2006
133,24,MEM,Kyle Lowry,Villanova University,12,791,24568,11429,3342,4660,.425,.370,.803,31.1,14.4,4.2,5.9,80.0,.156,3.9,36.4,2006
134,25,CLE,Shannon Brown,Michigan State University,9,408,7329,3118,760,458,.420,.332,.807,18.0,7.6,1.9,1.1,9.2,.060,-2.3,-0.6,2006
135,21,PHI,Daequan Cook,Ohio State University,6,328,5993,2114,703,243,.369,.359,.813,18.3,6.4,2.1,0.7,4.9,.039,-3.6,-2.4,2007
136,22,CHA,Jared Dudley,Boston College,11,788,18452,6272,2621,1278,.467,.396,.733,23.4,8.0,3.3,1.6,40.3,.105,1.2,14.8,2007
137,23,NYK,Wilson Chandler,DePaul University,10,590,18376,7953,3214,1085,.445,.341,.769,31.1,13.5,5.4,1.8,26.8,.070,-0.7,5.8,2007
138,24,PHO,Rudy Fernandez,,4,249,5965,2254,608,554,.399,.360,.840,24.0,9.1,2.4,2.2,14.2,.114,1.8,5.7,2007
139,25,UTA,Morris Almond,Rice University,3,38,361,119,46,12,.381,.292,.743,9.5,3.1,1.2,0.3,0.0,.005,-6.4,-0.4,2007
140,21,NJN,Ryan Anderson,University of California,10,622,16433,7933,3352,565,.423,.382,.855,26.4,12.8,5.4,0.9,47.0,.137,0.7,11.4,2008
141,22,ORL,Courtney Lee,Western Kentucky University,10,753,21165,7522,2041,1304,.451,.389,.856,28.1,10.0,2.7,1.7,38.2,.087,-0.1,9.9,2008
142,23,UTA,Kosta Koufos,Ohio State University,10,644,10769,3757,3275,323,.537,.000,.587,16.7,5.8,5.1,0.5,27.6,.123,-0.8,3.3,2008
143,24,SEA,Serge Ibaka,,9,679,19614,8186,4891,446,.512,.367,.761,28.9,12.1,7.2,0.7,57.8,.141,0.6,13.1,2008
144,25,HOU,Nicolas Batum,,10,692,21874,8340,3647,2654,.434,.355,.839,31.6,12.1,5.3,3.8,50.4,.111,2.6,25.1,2008
145,21,NOH,Darren Collison,"University of California, Los Angeles",9,632,18653,8004,1653,3084,.472,.393,.855,29.5,12.7,2.6,4.9,43.1,.111,0.0,9.4,2009
146,22,POR,Victor Claver,,3,80,1072,258,178,56,.398,.293,.585,13.4,3.2,2.2,0.7,0.2,.011,-3.3,-0.4,2009
147,23,SAC,Omri Casspi,,9,552,11439,4416,2240,636,.451,.369,.678,20.7,8.0,4.1,1.2,18.3,.077,-1.5,1.6,2009
148,24,DAL,Byron Mullens,Ohio State University,5,189,3446,1398,790,153,.408,.319,.706,18.2,7.4,4.2,0.8,0.6,.008,-4.6,-2.3,2009
149,25,OKC,Rodrigue Beaubois,,4,182,2896,1286,338,374,.439,.325,.810,15.9,7.1,1.9,2.1,4.8,.079,-0.1,1.4,2009
150,21,OKC,Craig Brackins,Iowa State University,2,17,121,30,19,9,.265,.214,.500,7.1,1.8,1.1,0.5,-0.2,-.089,-9.1,-0.2,2010
151,22,POR,Elliot Williams,University of Memphis,4,109,1470,537,161,94,.421,.310,.669,13.5,4.9,1.5,0.9,0.7,.024,-5.3,-1.2,2010
152,23,MIN,Trevor Booker,Clemson University,8,532,10872,3679,2932,566,.515,.305,.636,20.4,6.9,5.5,1.1,26.2,.116,0.2,6.0,2010
153,24,ATL,Damion James,University of Texas at Austin,4,39,623,150,131,26,.415,.000,.667,16.0,3.8,3.4,0.7,0.0,-.001,-4.3,-0.4,2010
154,25,MEM,Dominique Jones,University of South Florida,3,80,741,246,114,144,.366,.095,.729,9.3,3.1,1.4,1.8,0.3,.017,-3.6,-0.3,2010
155,21,POR,Nolan Smith,Duke University,2,84,829,277,83,97,.371,.260,.714,9.9,3.3,1.0,1.2,-0.8,-.047,-6.5,-0.9,2011
156,22,DEN,Kenneth Faried,Morehead State University,7,441,11000,5046,3634,450,.543,.100,.655,24.9,11.4,8.2,1.0,35.9,.157,1.3,9.1,2011
157,23,HOU,Nikola Mirotic,,4,273,6473,3213,1555,352,.419,.357,.801,23.7,11.8,5.7,1.3,17.4,.129,0.8,4.6,2011
158,24,OKC,Reggie Jackson,Boston College,7,448,11088,5575,1351,1986,.430,.320,.857,24.8,12.4,3.0,4.4,23.3,.101,0.0,5.5,2011
159,25,BOS,MarShon Brooks,Providence College,4,171,3069,1402,379,257,.447,.359,.757,17.9,8.2,2.2,1.5,3.2,.050,-2.1,-0.1,2011
160,21,BOS,Jared Sullinger,Ohio State University,5,269,6532,2893,2006,477,.436,.272,.723,24.3,10.8,7.5,1.8,15.3,.113,0.5,4.1,2012
161,22,BOS,Fab Melo,Syracuse University,1,6,36,7,3,0,.500,,.250,6.0,1.2,0.5,0.0,0.0,.021,-5.8,0.0,2012
162,23,ATL,John Jenkins,Vanderbilt University,5,145,1850,734,213,116,.448,.364,.849,12.8,5.1,1.5,0.8,2.7,.071,-3.6,-0.7,2012
163,24,CLE,Jared Cunningham,Oregon State University,4,84,605,197,56,39,.347,.306,.674,7.2,2.3,0.7,0.5,0.2,.017,-5.9,-0.6,2012
164,25,MEM,Tony Wroten,University of Washington,4,145,3076,1604,363,437,.413,.231,.647,21.2,11.1,2.5,3.0,-1.3,-.021,-4.1,-1.6,2012
165,21,UTA,Gorgui Dieng,University of Louisville,5,376,9217,3109,2501,557,.506,.328,.785,24.5,8.3,6.7,1.5,21.6,.112,1.7,8.5,2013
166,22,BRK,Mason Plumlee,Duke University,5,389,8689,3352,2453,786,.566,.000,.565,22.3,8.6,6.3,2.0,25.2,.139,2.1,9.0,2013
167,23,IND,Solomon Hill,University of Arizona,5,261,6034,1614,864,416,.396,.331,.816,23.1,6.2,3.3,1.6,8.7,.069,-0.5,2.3,2013
168,24,NYK,Tim Hardaway,University of Michigan,5,338,8459,4093,811,581,.425,.344,.806,25.0,12.1,2.4,1.7,13.2,.075,-1.6,0.8,2013
169,25,LAC,Reggie Bullock,University of North Carolina,5,209,3361,1145,390,171,.448,.403,.798,16.1,5.5,1.9,0.8,6.7,.096,-0.6,1.2,2013
170,21,OKC,Mitch McGary,University of Michigan,2,52,557,227,183,17,.527,.000,.580,10.7,4.4,3.5,0.3,1.3,.108,-3.1,-0.2,2014
171,22,MEM,Jordan Adams,"University of California, Los Angeles",2,32,263,101,30,19,.402,.385,.607,8.2,3.2,0.9,0.6,0.4,.070,-0.5,0.1,2014
172,23,UTA,Rodney Hood,Duke University,4,248,6814,3212,751,487,.419,.369,.828,27.5,13.0,3.0,2.0,13.4,.095,-0.6,2.3,2014
173,24,CHH,Shabazz Napier,University of Connecticut,4,233,3659,1326,399,444,.395,.363,.802,15.7,5.7,1.7,1.9,4.4,.058,-1.8,0.2,2014
174,25,HOU,Clint Capela,,4,228,5146,2418,1858,180,.629,.000,.482,22.6,10.6,8.1,0.8,20.6,.193,1.4,4.5,2014
175,21,DAL,Justin Anderson,University of Virginia,3,168,2394,976,470,120,.422,.300,.784,14.3,5.8,2.8,0.7,4.3,.086,-1.5,0.3,2015
176,22,CHI,Bobby Portis,University of Arkansas,3,199,3745,1837,1131,210,.463,.345,.737,18.8,9.2,5.7,1.1,7.3,.094,-1.6,0.3,2015
177,23,POR,Rondae Hollis-Jefferson,University of Arizona,3,175,4296,1788,1065,364,.456,.237,.767,24.5,10.2,6.1,2.1,7.9,.088,-0.4,1.7,2015
