,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,DraftYear
164,5,DEN,Nikoloz Tskitishvili,,4,172,1946,507,307,114,.304,.235,.730,11.3,2.9,1.8,0.7,-1.6,-.039,-6.3,-2.1,2002
165,1,CLE,LeBron James,,15,1143,44298,31038,8415,8208,.504,.344,.739,38.8,27.2,7.4,7.2,219.4,.238,9.2,124.9,2003
166,2,DET,Darko Milicic,,10,468,8638,2813,1971,405,.460,.000,.574,18.5,6.0,4.2,0.9,7.1,.040,-1.6,0.8,2003
167,3,DEN,Carmelo Anthony,Syracuse University,15,1054,37835,25417,6884,3160,.449,.347,.812,35.9,24.1,6.5,3.0,100.7,.128,1.0,28.3,2003
168,4,TOR,Chris Bosh,Georgia Institute of Technology,13,893,31936,17189,7592,1795,.494,.335,.799,35.8,19.2,8.5,2.0,106.0,.159,1.4,27.5,2003
169,5,MIA,Dwyane Wade,Marquette University,15,982,33888,22082,4648,5400,.483,.287,.767,34.5,22.5,4.7,5.5,118.3,.168,4.8,57.7,2003
170,1,ORL,Dwight Howard,,14,1035,35754,17999,13101,1531,.583,.095,.566,34.5,17.4,12.7,1.5,128.3,.172,2.4,40.0,2004
171,2,CHA,Emeka Okafor,University of Connecticut,10,616,19055,7370,5967,520,.512,.000,.586,30.9,12.0,9.7,0.8,45.3,.114,-0.4,7.6,2004
172,3,CHI,Ben Gordon,University of Connecticut,11,744,20366,11084,1851,1868,.432,.401,.857,27.4,14.9,2.5,2.5,33.3,.078,-1.1,4.7,2004
173,4,LAC,Shaun Livingston,,13,769,16221,4973,1872,2369,.485,.183,.794,21.1,6.5,2.4,3.1,27.9,.083,-1.7,1.4,2004
174,5,WAS,Devin Harris,University of Wisconsin,14,917,22892,10169,2039,3747,.434,.327,.798,25.0,11.1,2.2,4.1,53.4,.112,0.4,13.7,2004
175,1,MIL,Andrew Bogut,University of Utah,13,694,19728,6769,6057,1535,.535,.120,.556,28.4,9.8,8.7,2.2,50.3,.122,2.3,21.6,2005
176,2,ATL,Marvin Williams,University of North Carolina,13,939,26897,9866,4956,1221,.444,.361,.808,28.6,10.5,5.3,1.3,58.9,.105,-0.3,11.8,2005
177,3,UTA,Deron Williams,University of Illinois at Urbana-Champaign,12,845,28865,13804,2619,6819,.445,.357,.822,34.2,16.3,3.1,8.1,77.3,.129,1.3,23.8,2005
178,4,NOH,Chris Paul,Wake Forest University,13,892,31493,16691,3997,8708,.472,.372,.868,35.3,18.7,4.5,9.8,164.8,.251,7.5,75.9,2005
179,5,CHA,Raymond Felton,University of North Carolina,13,938,28450,10711,2833,5044,.412,.329,.789,30.3,11.4,3.0,5.4,39.5,.067,-0.6,10.1,2005
180,1,TOR,Andrea Bargnani,,10,550,15806,7873,2541,653,.439,.354,.824,28.7,14.3,4.6,1.2,18.9,.057,-2.2,-0.9,2006
181,2,CHI,LaMarcus Aldridge,University of Texas at Austin,12,869,30077,16871,7224,1662,.489,.288,.806,34.6,19.4,8.3,1.9,97.6,.156,1.4,25.8,2006
182,3,CHA,Adam Morrison,Gonzaga University,3,161,3278,1200,342,222,.373,.331,.710,20.4,7.5,2.1,1.4,-1.4,-.021,-5.5,-2.9,2006
183,4,POR,Tyrus Thomas,Louisiana State University,8,402,7932,3093,1938,347,.438,.235,.732,19.7,7.7,4.8,0.9,13.0,.078,-1.1,1.7,2006
184,5,ATL,Shelden Williams,Duke University,6,361,5586,1618,1562,163,.462,.222,.740,15.5,4.5,4.3,0.5,9.9,.085,-2.8,-1.2,2006
185,1,POR,Greg Oden,Ohio State University,3,105,2028,840,656,51,.574,,.658,19.3,8.0,6.2,0.5,7.3,.174,1.1,1.6,2007
186,2,SEA,Kevin Durant,University of Texas at Austin,11,771,28603,20913,5495,3029,.490,.384,.882,37.1,27.1,7.1,3.9,130.2,.219,5.1,51.5,2007
187,3,ATL,Al Horford,University of Florida,11,718,23812,10167,6139,2265,.525,.370,.750,33.2,14.2,8.6,3.2,78.3,.158,3.1,30.7,2007
188,4,MEM,Mike Conley,Ohio State University,11,718,23358,10255,2088,4060,.441,.377,.814,32.5,14.3,2.9,5.7,63.4,.130,1.8,22.5,2007
189,5,BOS,Jeff Green,Georgetown University,10,783,23722,10374,3566,1234,.438,.332,.799,30.3,13.2,4.6,1.6,36.6,.074,-1.3,4.0,2007
190,1,CHI,Derrick Rose,University of Memphis,9,495,16712,9364,1770,2836,.451,.296,.822,33.8,18.9,3.6,5.7,34.2,.098,0.4,10.0,2008
191,2,MIA,Michael Beasley,Kansas State University,10,583,13626,7387,2801,763,.464,.352,.760,23.4,12.7,4.8,1.3,15.3,.054,-3.2,-4.2,2008
192,3,MIN,O.J. Mayo,University of Southern California,8,547,16919,7574,1706,1607,.429,.373,.820,30.9,13.8,3.1,2.9,21.8,.062,-0.8,5.1,2008
193,4,SEA,Russell Westbrook,"University of California, Los Angeles",10,748,25700,17184,4953,6113,.435,.311,.814,34.4,23.0,6.6,8.2,90.1,.168,6.6,56.0,2008
194,5,MEM,Kevin Love,"University of California, Los Angeles",10,635,20425,11632,7158,1471,.444,.370,.824,32.2,18.3,11.3,2.3,76.9,.181,2.8,24.8,2008
195,1,LAC,Blake Griffin,University of Oklahoma,8,529,18537,11359,4852,2288,.508,.324,.683,35.0,21.5,9.2,4.3,67.3,.174,4.0,28.0,2009
196,2,MEM,Hasheem Thabeet,University of Connecticut,5,224,2357,483,595,27,.567,,.578,10.5,2.2,2.7,0.1,4.8,.099,-1.4,0.4,2009
197,3,OKC,James Harden,Arizona State University,9,687,23239,15809,3482,4157,.443,.364,.854,33.8,23.0,5.1,6.1,106.7,.220,6.5,50.0,2009
198,4,SAC,Tyreke Evans,University of Memphis,9,525,16840,8641,2519,2686,.445,.318,.759,32.1,16.5,4.8,5.1,28.1,.080,1.1,13.2,2009
199,5,MIN,Ricky Rubio,,7,430,13471,4661,1849,3401,.385,.325,.836,31.3,10.8,4.3,7.9,28.5,.102,1.3,11.3,2009
200,1,WAS,John Wall,University of Kentucky,8,541,19441,10216,2367,5003,.432,.327,.786,35.9,18.9,4.4,9.2,43.2,.107,2.4,21.6,2010
201,2,PHI,Evan Turner,Ohio State University,8,613,17082,6268,2912,2141,.433,.301,.788,27.9,10.2,4.8,3.5,18.5,.052,-2.0,0.0,2010
202,3,NJN,Derrick Favors,Georgia Institute of Technology,8,556,14501,6423,3987,612,.517,.202,.663,26.1,11.6,7.2,1.1,41.5,.138,1.1,11.2,2010
203,4,MIN,Wesley Johnson,Syracuse University,8,571,12938,4107,1852,622,.406,.337,.743,22.7,7.2,3.2,1.1,10.7,.040,-1.0,3.2,2010
204,5,SAC,DeMarcus Cousins,University of Kentucky,8,535,17307,11518,5884,1725,.460,.338,.737,32.3,21.5,11.0,3.2,41.6,.115,2.9,21.4,2010
205,1,CLE,Kyrie Irving,Duke University,7,441,14955,9698,1517,2420,.462,.388,.875,33.9,22.0,3.4,5.5,49.3,.158,3.4,20.2,2011
206,2,MIN,Derrick Williams,University of Arizona,7,428,8864,3809,1693,293,.434,.300,.710,20.7,8.9,4.0,0.7,14.1,.076,-3.2,-2.6,2011
207,3,UTA,Enes Kanter,,7,516,11309,6031,3777,374,.539,.294,.779,21.9,11.7,7.3,0.7,34.1,.145,-1.7,0.8,2011
208,4,CLE,Tristan Thompson,University of Texas at Austin,7,519,14453,4685,4378,418,.518,.000,.608,27.8,9.0,8.4,0.8,37.4,.124,-0.7,4.9,2011
209,5,TOR,Jonas Valanciunas,,6,440,11210,5140,3745,321,.558,.397,.785,25.5,11.7,8.5,0.7,41.2,.176,-0.2,5.2,2011
210,1,NOH,Anthony Davis,University of Kentucky,6,410,14258,9607,4234,764,.517,.309,.795,34.8,23.4,10.3,1.9,62.5,.210,4.3,22.6,2012
211,2,CHA,Michael Kidd-Gilchrist,University of Kentucky,6,357,9518,3263,2107,440,.477,.194,.707,26.7,9.1,5.9,1.2,18.7,.094,-1.1,2.2,2012
212,3,WAS,Bradley Beal,University of Florida,6,406,13751,7585,1516,1376,.446,.393,.795,33.9,18.7,3.7,3.4,28.9,.101,0.6,8.9,2012
213,4,CLE,Dion Waiters,Syracuse University,6,365,10490,4867,968,1022,.412,.341,.701,28.7,13.3,2.7,2.8,7.5,.034,-2.6,-1.6,2012
214,5,SAC,Thomas Robinson,University of Kansas,5,313,4204,1528,1507,190,.470,.000,.505,13.4,4.9,4.8,0.6,4.6,.053,-3.2,-1.3,2012
215,1,CLE,Anthony Bennett,"University of Nevada, Las Vegas",4,151,1905,658,472,77,.392,.261,.670,12.6,4.4,3.1,0.5,0.5,.013,-5.6,-1.7,2013
216,2,ORL,Victor Oladipo,Indiana University,5,366,12213,6353,1657,1403,.445,.353,.800,33.4,17.4,4.5,3.8,21.9,.086,1.0,9.1,2013
217,3,WAS,Otto Porter,Georgetown University,5,343,9064,3603,1675,473,.487,.404,.789,26.4,10.5,4.9,1.4,25.8,.137,2.2,9.7,2013
218,4,CHA,Cody Zeller,Indiana University,5,312,7029,2472,1752,393,.504,.250,.732,22.5,7.9,5.6,1.3,20.2,.138,0.6,4.6,2013
219,5,PHO,Alex Len,University of Maryland,5,335,6656,2421,2175,259,.485,.240,.707,19.9,7.2,6.5,0.8,12.4,.089,-1.8,0.4,2013
220,1,CLE,Andrew Wiggins,University of Kansas,4,327,11841,6447,1351,683,.447,.330,.741,36.2,19.7,4.1,2.1,12.4,.050,-2.4,-1.2,2014
221,2,MIL,Jabari Parker,Duke University,4,183,5617,2794,998,373,.490,.352,.747,30.7,15.3,5.5,2.0,10.2,.087,-1.4,0.9,2014
222,3,PHI,Joel Embiid,University of Kansas,2,94,2698,2072,933,265,.478,.327,.774,28.7,22.0,9.9,2.8,8.1,.144,2.8,3.2,2014
223,4,ORL,Aaron Gordon,University of Arizona,4,263,6867,3003,1538,447,.451,.309,.698,26.1,11.4,5.8,1.7,13.0,.091,-0.1,3.3,2014
224,5,UTA,Dante Exum,,3,162,3280,919,289,352,.395,.306,.757,20.2,5.7,1.8,2.2,1.7,.025,-3.1,-0.9,2014
225,1,MIN,Karl-Anthony Towns,University of Kentucky,3,246,8575,5307,2877,580,.543,.387,.836,34.9,21.6,11.7,2.4,34.9,.196,4.5,14.0,2015
226,2,LAL,D'Angelo Russell,Ohio State University,3,191,5304,2781,684,818,.409,.344,.754,27.8,14.6,3.6,4.3,1.7,.015,-1.0,1.3,2015
227,3,PHI,Jahlil Okafor,Duke University,3,131,3078,1694,698,135,.515,.200,.682,23.5,12.9,5.3,1.0,3.0,.047,-3.9,-1.4,2015
228,4,NYK,Kristaps Porzingis,,3,186,5764,3312,1317,248,.437,.361,.804,31.0,17.8,7.1,1.3,12.1,.100,-0.1,2.8,2015
229,5,ORL,Mario Hezonja,,3,219,4030,1517,603,277,.418,.332,.837,18.4,6.9,2.8,1.3,2.5,.029,-2.7,-0.7,2015
